Final Coding,Word_count with stopwords,Review_length,NN,NNP,JJ,VB,RB,negative,neutral,positive,Tone_code,Review_Text
1.0,21.0,77.0,45.0,17.0,10.0,4.0,0.0,0.0,0.785,0.215,7,i wish there was one of these where you could raise him from a puppy you know like tom and angela
1.0,64.0,257.0,171.0,32.0,34.0,1.0,0.0,0.0,0.9109999999999999,0.08900000000000001,6,"works but doesn't fool anyone, basically a camera in the background, it's always laggy in the background and doesn't let me access my camera as it says the camera is already on. you can also delete the app after and still have the same live wallpaper. if there is a fix to any of the issues i have brought up, please let me know."
1.0,53.0,205.0,139.0,28.0,30.0,4.0,0.0,0.262,0.7020000000000001,0.035,6,at first while downloading it i thought it would be so good but when i acctually got it i was shocked as it was just the cemra set as a wallpapermi dont love this app and there is no way you can lose your phone with this though.dont download it waste of time.
1.0,38.0,124.0,92.0,16.0,18.0,1.0,0.0,0.071,0.804,0.125,0,"it is okay, but not as good as in the picture. it is done by camera, but still helpful. now, at least i won't walk in to a wall while on my phone, because i will see it!"
1.0,28.0,93.0,56.0,13.0,20.0,2.0,0.0,0.0,0.818,0.182,5,"this is so cool but i can't use flashlight on my phone, it says i can't use flash on another app im not using an app so yep."
1.0,32.0,136.0,100.0,19.0,21.0,1.0,0.0,0.0,1.0,0.0,7,crashes far too much. even when it hasn't been opened in a while. my phone prompted me to turn of background processing for it because it crashing so much. needs some work
1.0,32.0,132.0,100.0,21.0,19.0,1.0,0.0,0.044000000000000004,0.91,0.046,6,ive been using this fine on my device and suddenly it stopped working properly i cant watch my shows because the picture wont work i can hear them but not see them...
1.0,28.0,109.0,74.0,15.0,14.0,1.0,1.0,0.0,0.831,0.16899999999999998,7,this app is great when it wants to work. seems to freeze alot and then when you start it up again a message shows up unplayable right now.
1.0,48.0,188.0,132.0,35.0,19.0,5.0,0.0,0.073,0.71,0.218,5,this app is quite good now. but without chromecast you can't stream to your tv so you are forced to watch on a small screen. well done so far but finish it off right and get that chromecast support. my review will be all praise when you do.
1.0,28.0,103.0,70.0,16.0,14.0,1.0,0.0,0.09300000000000001,0.63,0.27699999999999997,5,"it was good at the start of having it, but now it's not working and it seams to have logged it self out great. please fix the problem."
1.0,20.0,88.0,51.0,16.0,16.0,1.0,0.0,0.359,0.589,0.052000000000000005,6,"works fine on samsung phone but not samsung tablet. on tablet keeps saying drm fail and wont play, please fix."
1.0,21.0,65.0,44.0,8.0,10.0,0.0,0.0,0.0,0.8190000000000001,0.18100000000000002,5,it was good until it started saying i am not in nz when i am. plz fix this then 5 star.
1.0,26.0,86.0,52.0,14.0,15.0,0.0,0.0,0.138,0.6990000000000001,0.163,7,i was able to watch one show but i now can't watch any. i have no tv and i have loved watching my shows on demand
1.0,32.0,135.0,101.0,16.0,17.0,0.0,0.0,0.09300000000000001,0.687,0.22,0,when ever i wanna watch something it works........for the first two minutes like wtf i wanna watch it in peace without all these ads popping up ever minute so fix this please
1.0,20.0,75.0,54.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0,6,it works it just take a while to load but sometimes it says that the program is unable to plah
1.0,30.0,123.0,85.0,20.0,12.0,1.0,0.0,0.0,0.852,0.14800000000000002,0,"keeps saying ""this video is not playable at this time"" whenever i have the time to watch something, other than this i have had no problems so please fix it"
1.0,42.0,165.0,113.0,22.0,28.0,0.0,0.0,0.039,0.8109999999999999,0.15,1,"whenever i finish watching a episode, it just says ""tvnz ondemand has stopped working. . .so i pretty much can only watch one episode a day... bt id say i love the fact that there is such app to catch up on programs"
1.0,55.0,218.0,138.0,41.0,31.0,4.0,0.0,0.147,0.7,0.154,7,"it works fine on ipad, but the ads annoy me...most of the ads are promoting other shows or on demand, so don't see the sense in that. dumb that you can't do screen mirroring with this app. should be more efficient on what devices you want to watch on. not all people own samsung tv's!"
1.0,24.0,103.0,69.0,8.0,14.0,0.0,0.0,0.266,0.599,0.135,6,this app this so temperamental. when it's good it's great but when it has issues it's bad and can't watch for days. bit disappointed.
1.0,30.0,131.0,93.0,16.0,16.0,0.0,0.0,0.038,0.757,0.205,6,"sorry, can give only 3 stars cause it's only ok to use sometimes. works for a while and then crashes..often can't be bothered to try again..big promises when it changed!"
1.0,26.0,89.0,71.0,17.0,13.0,0.0,0.0,0.0,0.816,0.184,5,it works well has its ups an downs but still good to use sometimes it won't show the video but u will get use to it..
1.0,13.0,46.0,33.0,7.0,4.0,0.0,0.0,0.133,0.696,0.171,6,i wish they would take the adds out i don't like watch adds.
1.0,13.0,46.0,33.0,7.0,4.0,0.0,0.0,0.133,0.696,0.171,6,i wish they would take the adds out i don't like watch adds.
1.0,17.0,74.0,54.0,13.0,7.0,1.0,0.0,0.162,0.838,0.0,6,disappointed that the chrome cast won't work through the tablet. i can only cast using my pc
1.0,74.0,307.0,206.0,45.0,42.0,3.0,1.0,0.051,0.843,0.106,6,"we hardly hv time to stay up and watch some of our favorite shows so we usually watch it on demand. now with the new updates, all i'm getting is an error message saying that the app is only for devices in nz. hello??? i am in nz...seriously?? all these updates n it can't even locate my network region...pathetic! my settings is fine n allows access to any updates, tvnz please fix this immediately!"
1.0,60.0,243.0,162.0,39.0,25.0,3.0,0.0,0.142,0.805,0.053,3,having issues with it constantly crashing. i get half way thru a programme then it fails to load. have to watch heaps of ads to get back to where it was just for it to crash again. very frustrating!!!! viewing quality of picture is excellent tho will rate 5 stars when i get to catch up with all my programmes...
1.0,33.0,126.0,80.0,16.0,25.0,1.0,0.0,0.08800000000000001,0.7959999999999999,0.11699999999999999,6,im sick of this app not working all the time. it usually says server isnt working. its not my phone cos i have an s4. please fix your app. might as well uninstall
1.0,32.0,117.0,79.0,20.0,14.0,1.0,0.0,0.0,0.9009999999999999,0.099,6,multiple times i have had to wait at least 3 days just to access this app. app needs to be fixed and worked on to prevent this. other then that its ok
1.0,26.0,108.0,62.0,15.0,18.0,7.0,0.0,0.284,0.508,0.20800000000000002,6,"looks great, shame it keeps crashing on my s3, open... crash, open find show. start watching, crash... if you can fix the crash would be awesome"
1.0,39.0,161.0,108.0,24.0,17.0,3.0,0.0,0.172,0.696,0.131,6,why does it crash all the time ?? i use to love this app now after the new update it crashes all the time..its frustrating and annoying i cant watch something without it telling me that its unable to play.
1.0,24.0,101.0,72.0,14.0,16.0,1.0,0.0,0.0,0.922,0.078,5,"was good at first but now it won't let me watch videos on my phone, i've uninstalled then really installed it but still nothing."
1.0,39.0,161.0,108.0,24.0,17.0,3.0,0.0,0.172,0.696,0.131,6,why does it crash all the time ?? i use to love this app now after the new update it crashes all the time..its frustrating and annoying i cant watch something without it telling me that its unable to play.
1.0,48.0,196.0,145.0,32.0,29.0,0.0,1.0,0.182,0.768,0.05,6,"it would be nice not to need parental confirmation and so many hoops to jump through to block content. if my children come across a video they don't like and don't wish to see more of in the future, why shouldn't they be able to block it themselves?"
1.0,29.0,129.0,87.0,19.0,18.0,0.0,0.0,0.0,0.924,0.076,0,"my sister was searching on this app and was looking for kitchen things and she found kitchen nightmares and i heard the f word multiple times, please fix this"
1.0,41.0,160.0,111.0,24.0,21.0,0.0,0.0,0.0,0.825,0.175,5,my 4yo son loves this app!! he's found a few videos that have left me speechless but a simple parental setting fixed that issue. it's perfect for when i have things out of the house and he has to tag along!
1.0,40.0,177.0,126.0,21.0,21.0,1.0,1.0,0.09699999999999999,0.662,0.24100000000000002,5,the device orientation is irritating. why only landscape? the sound effects are a nice touch but no good for parents or children over 4. fix the above and it is perfect because i love the content filtering of the videos.
